职位名称,职位类别,招聘人数,工作地点,发布时间,详细链接,工作职责,工作要求
20718-系统测试工程师（深圳）,技术类,1,深圳,2017-07-06,http://hr.tencent.com/position_detail.php?id=31310&keywords=&tid=0&lid=0,"1. 承担重点或复杂产品的系统测试工作，制定解决方案；
2. 分析和完善测试工具及平台架构，提升发布产品的质量和效率；
3. 提升测试团队整体的技术影响力
","1. 工科、计算机或其他相关专业本科以上学历； 
2. 熟悉C/C++/Java等至少一种编程语言，有Shell或Ruby/PHP/Perl/Python等使用经验者优先； 
3. 至少3年以上软件开发、自动化测试工作经验； 
4. 有性能、安全、白盒测试等专业测试领域经验者优先； 
5. 具备电商、交易、支付类业务领域测试经验者优先； 
6. 熟悉Linux或Unix操作系统; 
7. 精通测试流程和测试用例设计方法,能主动进行技术钻研； 
8. 解决复杂问题和编写自动测试工具和系统的能力； 
9. 良好的逻辑思维能力，系统规划能力，工作协调和冲突管理的能力； 
10. 善于团队合作，理解和适应变化
"
TEG05-高级网络安全工程师（深圳）,技术类,1,深圳,2017-07-06,http://hr.tencent.com/position_detail.php?id=31299&keywords=&tid=0&lid=0,"1. 负责对DDoS攻击与防护技术进行跟踪研究，优化安全策略，提升安全产品能力；
2. 负责日常安全应急事件响应处理和复盘改进；
3. 负责公司DDoS防护整体安全体系规划设计和建设。
","1. 本科及以上学历，计算机相关专业，三年以上工作经验；
2. 熟悉TCP/IP协议，路由交换原理，熟悉DDoS攻击检测与防护基础原理；
3. 熟悉业界主流DDoS安全防护解决方案（至少1种）；
4. 熟练使用python/perl/shell脚本中的至少1种语言。
5. 具备良好的问题分析与解决能力，工作积极主动、有责任心，具备较强的团队合作意识
6. 有相关行业从业经验者优先
"
HY2-数据挖掘后台开发工程师（深圳）,技术类,1,深圳,2017-07-06,http://hr.tencent.com/position_detail.php?id=31308&keywords=&tid=0&lid=0,"1. 负责互娱运营部图灵数据挖掘系统相关后台的研发及维护工作。
","1. 本科以及以上学历，计算机或相关专业毕业，专业技术基础扎实（操作系统/数据结构/算法/数据库/计算机网络）；
2.  精通C++与面向对象编程；
3.  具备Linux 平台开发能力，掌握TCP/IP协议，能熟练进行Socket与并发编程；
4.  具备良好的逻辑思维能力，追求编写简洁清晰的代码，代码重构习惯优良；
5.  具备独立分析与解决问题能力，乐于合作与分享；
6.  有数据挖掘相关工作经验者更佳。
"
HY2-高级web前/后端开发工程师（上海）,技术类,1,上海,2017-07-06,http://hr.tencent.com/position_detail.php?id=31305&keywords=&tid=0&lid=0,"1. 负责游戏官方网站建设的各类应用的开发、运营；
2. 负责游戏在线活动、营销系统的开发、运营；
3. 负责游戏营销相关平台的开发、运营。
","1. 本科以上学历，计算机软件或相关专业；
2. 3年及以上开发工作经验；
3. 软件知识结构全面，基础扎实，精通常用数据结构与算法；
4. 熟悉linux、UNIX等操作系统，了解Shell，能熟练使用Unix类系统下的PHP或C、C++进行编程；
5. 熟悉MYSQL或其他大型数据库，能够快速根据需求完成高性能数据访问架构设计，熟悉面向对象的开发方法，有网络系统的开发经验；
6. 熟悉HTML/JS等前端技术，具有互联网Web业务开发经验，有游戏、电商类开发经验优先；
7. 高度的责任心、良好的沟通技巧和团队合作精神，正直进取，有上进心，热爱开发事业。
"
22088-世界杯赛事产品运营（北京）,产品/项目类,1,北京,2017-09-07,http://hr.tencent.com/position_detail.php?id=29694&keywords=&tid=0&lid=0,"1. 负责2018世界杯产品内容的策划和执行，比如赛程、数据库等运营；
2. 负责就世界杯期间跨部门之间的沟通和内容落地。
","1. --本科及以上学历，1年以上相关工作经验；
2. --热爱并熟悉国际足球；
3. --有一定写作功底、拥有较强信息采编能力、新闻内容策划能力；
4. --有基本的图片素材采集、加工编辑能力；
5. --勤奋踏实，责任心强，能适应高强度工作，沟通能力强。
"
TEG13-大数据后台开发工程师（深圳）,技术类,0,深圳,2017-09-07,http://hr.tencent.com/position_detail.php?id=29653&keywords=&tid=0&lid=0,"1. 负责hadoop、spark计算平台的设计和开发工作，为业务提供大数据计算所需的海量资源调度，构建高效稳定的计算平台。
","1. 1、计算机相关专业，本科及以上学历，3年以上hadoop开发经验，对分布式计算理论有深刻理解；
2. 2、熟练掌握Hadoop技术体系，有Hadoop计算集群在实际项目上的开发和维护经验，有Mapreduce、hive实际应用经验及编程经验；
3. 3、有丰富的海量数据（千亿级别以上）开发和调优经验，对map/reduce spark的原理有深刻的理解；
4. 4、熟悉spark流计算框架或其他开源实时计算框架；
5. 5、精通JAVA、熟练掌握MapReduce原理及数据分析相关的二次开发；
6. 6、熟悉linux/UNIX shell、熟悉(python/shell)任意一种脚本语言
7. 7、有elasticsearch集群运维经验优先；
"
18402-投资渠道商业合作经理（深圳）,产品/项目类,1,深圳,2017-09-07,http://hr.tencent.com/position_detail.php?id=29648&keywords=&tid=0&lid=0,"1. 1、负责腾讯移动游戏渠道合作的商务拓展工作，维护及开拓客户关系，发掘合作机会；
2. 2、主导项目谈判和签约、项目合作进展跟进； 处理跨部门、跨团队之间的项目沟通；
3. 3、进行必要的流程搭建及执行管理；
4. 4、掌握移动游戏渠道产业动态，积极发掘新机会点。
","1. 1、本科及以上学历；
2. 2、三年以上商务合作相关工作经验；
3. 3、具备商业判断及洞察力、有商务谈判、合同签约经验者优先；
4. 4、对互联网行业和游戏业有敏感的嗅觉，熟悉国内外游戏渠道，有大型游戏公司相关岗位经验优先；
5. 5、优秀的自我驱动能力、人际沟通与关系维护技巧优秀；
6. 6、英语流利。
"
21761-测试开发工程师（上海）,技术类,1,上海,2017-09-07,http://hr.tencent.com/position_detail.php?id=29500&keywords=&tid=0&lid=0,"1. 负责设计开发手机游戏业务测试相关的测试框架、测试工具与测试组件；
2. 负责手机游戏前后台程序性能分析、白盒测试等专项测试；
3. 负责手机游戏自动化测试相关工作。
","1. 本科及以上学历；
2. 2年以上软件测试经验，具有一定移动终端开发能力；
3. 至少熟悉以下一种语言：C/C++、Object-C或Java；
4. 熟练使用LINUX，熟悉TCP/IP、HTTP等网络编程协议；
5. 至少熟悉一门脚本开发语言(如shell、perl、python)，有丰富的自动化测试脚本编写经验；
6. 有白盒、服务器性能、客户端性能、协议、安全等专项的实际测试经验；
7. 良好的沟通能力，能够与项目开发和测试经理协同工作处理各项测试需求，具有移动互联网相关经验(android、IOS)尤佳。
"
MIG07-系统安全研究员（北京）,技术类,3,北京,2017-09-07,http://hr.tencent.com/position_detail.php?id=25711&keywords=&tid=0&lid=0,"1. 安全漏洞的挖掘、分析、检测、防御技术研究；
2. 漏洞相关的系统底层机制研究、漏洞利用攻防研究；
3. 漏洞研究相关工具的开发。
","1. 对信息安全研究有浓厚的兴趣；
2. 熟练掌握 Windows、Linux、Android、iOS、Windows Phone 中任何一个平台上的逆向分析技术，包括应用层和内核；
3. 能熟练使用任何一门系统编程语言（如C/C++）和一门脚本语言（如Python）；
4. 熟悉至少三种常用网络协议，能熟练使用协议分析软件；
5. 熟练阅读英文资料；
6. 两年以上安全漏洞相关研究经验。
"
OMG236-视频数据挖掘高级工程师（深圳）,技术类,1,深圳,2017-09-07,http://hr.tencent.com/position_detail.php?id=29710&keywords=&tid=0&lid=0,"1. 负责视频知识图谱系统的设计，基于海量互联网数据，构建视频的影视库，人物库，角色库等，挖掘视频、专辑、人物，角色等实体间的关系。
","1. 三年以上的自然语言处理、机器学习、数据挖掘相关工作经验；
2. 具有linux环境编程基础，熟悉c++/java/python/scala等一门以上编程语言 ，有spark/hadoop/storm等大数据平台的开发经验；
3. 熟悉常用的文本分类和聚类算法，如svm，朴素贝叶斯等；
4. 具备优秀的分析和解决问题的能力，良好的沟通和学习能力。
"
23674-腾讯新闻数据分析高级产品经理,产品/项目类,1,北京,2017-09-06,http://hr.tencent.com/position_detail.php?id=32620&keywords=&tid=0&lid=0,"1. 负责腾讯新闻的数据分析相关工作； 
2. 负责包括数据系统建设、日常数据分析和专题分析； 
3. 负责对数据大盘趋势做出合理预测，根据数据分析结果输出产品策略； 
4. 负责腾讯新闻商业化相关数据分析和合理预测。 
5. 岗位要求： 
6. 1.
","1. 本科及以上学历，数学、统计等专业优先考虑； 
2. 3年以上数据分析、数据挖掘等相关工作经验； 
3. 有互联网行业数据分析经验、有数据挖掘项目经验、熟练使用数据分析工具者优先； 
4. 数据敏感度及逻辑能力强，有清晰的思路和数据建模方法论； 
5. 学习能力和思考能力强，有换位思考和举一反三的能力； 
6. 有一定的产品体验感，抗压能力强。
"
18403-移动游戏数据分析（深圳）,产品/项目类,1,深圳,2017-09-07,http://hr.tencent.com/position_detail.php?id=29728&keywords=&tid=0&lid=0,"1. 负责精品手游活动的数据分析和深入挖掘，并通过数据分析对游戏运营提供数据支撑，达成任务目标，并通过总结与改进，不断提升活动效果，实现精细化运营目的；
2. 对采集到的各类数据进行分析，并根据项目需求定期制作分析报告，完成后期的数据发布工作；
3. 通过数据监控游戏中的各种动向，及时发现不良运营情况。
","1. 2年以上游戏行业运营工作经验；
2. 对数据敏感，有较强的逻辑思维和数据分析能力，并有大数据对比及处理经验；
3. 熟悉网游产品运营工作，了解用户行为模式和心理；
4. 良好的沟通能力和合作意识，抗压能力强。
"
WXG08-122 微信搜索自然语言处理高级工程师(北京),技术类,3,北京,2017-09-06,http://hr.tencent.com/position_detail.php?id=32271&keywords=&tid=0&lid=0,"1. 1.负责微信搜索query分析及语义理解工作；
2. 2.负责自然语言处理基础模块及知识体系建设；
3. 3.负责微信搜索文本挖掘和建模工作；
","1. 工作要求： 
2. 1.计算机相关专业硕士及以上学历，两年以上的互联网工作经验；
3. 2.熟练掌握C/C++开发，熟练使用linux环境；
4. 3.熟悉常用的自然语言处理、机器学习、数据挖掘算法，并有相关项目经验；
5. 4.参与过搜索引擎、推荐系统、对话系统等线上系统者优先；
6. 5.责任心强，积极主动，勇于接受挑战，具有良好的团队合作和沟通能力。
"
